FeatureCode,DateCode,Measurement,Units,Value,Distance to Nearest Green or Blue Space,Age,Gender,Urban Rural Classification,SIMD quintiles,Type Of Tenure,Household Type,Ethnicity
S12000010,2013,Percent,Percent Of Adults,83,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000006,2017,Percent,Percent Of Adults,18,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000008,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.8,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000011,2013,Percent,Percent Of Adults,13,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000049,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,27.6,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000041,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,52.9,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000011,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,18.5,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000040,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,2.1,Don't Know,All,All,Urban,All,All,All,All
S12000038,2016,Percent,Percent Of Adults,18,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000039,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.2,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000010,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,70.7,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000010,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,89.6,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000010,2017,Percent,Percent Of Adults,82,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000033,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,3.1,Don't Know,All,All,Urban,All,All,All,All
S12000010,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,85.6,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000011,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.2,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000014,2013,Percent,Percent Of Adults,78,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000033,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,Urban,All,All,All,All
S12000049,2017,Percent,Percent Of Adults,6,Don't Know,65 years and over,All,All,All,All,All,All
S12000014,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.6,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000014,2018,Percent,Percent Of Adults,23,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000039,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,63.4,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000017,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.2,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000041,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.2,Don't Know,All,All,Urban,All,All,All,All
S12000030,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,0.8,Don't Know,All,All,Urban,All,All,All,All
S12000006,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,57.2,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000010,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,1.5,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000006,2016,Percent,Percent Of Adults,23,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000013,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,42.5,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000006,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.4,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000033,2014,Percent,Percent Of Adults,2,Don't Know,All,All,Urban,All,All,All,All
S92000003,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.7,Don't Know,All,All,All,All,All,Adults,All
S12000005,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.1,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000006,2016,Percent,Percent Of Adults,70,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000035,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,73.4,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000040,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,55.8,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000045,2013,Percent,Percent Of Adults,2,Don't Know,All,All,Urban,All,All,All,All
S12000038,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,49.8,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000029,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.2,Don't Know,All,All,Urban,All,All,All,All
S12000041,2013,Percent,Percent Of Adults,2,Don't Know,All,All,Urban,All,All,All,All
S12000038,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.9,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000005,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.1,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000014,2017,Percent,Percent Of Adults,27,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000035,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,77.1,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000036,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.4,Don't Know,All,All,Urban,All,All,All,All
S12000038,2014,Percent,Percent Of Adults,70,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000005,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.1,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000035,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,39.1,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000005,2018,Percent,Percent Of Adults,17,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000029,2018,Percent,Percent Of Adults,1,Don't Know,65 years and over,All,All,All,All,All,All
S12000010,2016,Percent,Percent Of Adults,1,Don't Know,All,All,All,All,All,All,All
S12000005,2016,Percent,Percent Of Adults,65,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000006,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,5.2,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000041,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.6,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000048,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.1,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000006,2015,Percent,Percent Of Adults,10,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000006,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,15.6,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000050,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.2,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000040,2017,Percent,Percent Of Adults,23,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000034,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.0,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000050,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.8,Don't Know,All,All,Urban,All,All,All,All
S92000003,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.5,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000041,2016,Percent,Percent Of Adults,60,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000048,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,17.2,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000020,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,10.1,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000034,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,65.5,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000006,2018,Percent,Percent Of Adults,0,Don't Know,35-64 years,All,All,All,All,All,All
S12000014,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,63.3,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000049,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.3,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000033,2014,Percent,Percent Of Adults,74,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000026,2013,Percent,Percent Of Adults,1,Don't Know,All,All,Urban,All,All,All,All
S12000006,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,Urban,All,All,All,All
S92000003,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.4,Don't Know,All,All,All,All,All,All,All
S12000011,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,44.6,A 5 minute walk or less,All,All,All,All,All,All,All
S12000042,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,45.5,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000023,2014,Percent,Percent Of Adults,23,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000026,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,4.7,Don't Know,All,Female,All,All,All,All,All
S12000048,2015,Percent,Percent Of Adults,12,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000010,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,Male,All,All,All,All,All
S12000034,2013,Percent,Percent Of Adults,17,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000041,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.2,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000026,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,Urban,All,All,All,All
S12000018,2016,Percent,Percent Of Adults,1,Don't Know,All,All,All,All,All,All,All
S12000049,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,34.4,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000017,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,35-64 years,All,All,All,All,All,All
S12000050,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.6,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000050,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.6,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000034,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.8,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000006,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.9,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000010,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,1.8,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000005,2014,Percent,Percent Of Adults,2,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000011,2014,Percent,Percent Of Adults,16,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000050,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.2,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000050,2018,Percent,Percent Of Adults,23,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000010,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.9,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000049,2018,Percent,Percent Of Adults,31,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000042,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.7,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000006,2016,Percent,Percent Of Adults,1,Don't Know,All,All,Urban,All,All,All,All
S12000018,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,51.1,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000021,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,61.7,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000006,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,Urban,All,All,All,All
S12000023,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,30.7,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000026,2015,Percent,Percent Of Adults,1,Don't Know,All,All,Urban,All,All,All,All
S12000018,2016,Percent,Percent Of Adults,68,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000018,2017,Percent,Percent Of Adults,58,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000049,2014,Percent,Percent Of Adults,22,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000049,2018,Percent,Percent Of Adults,16,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000020,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.2,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S92000003,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.2,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000039,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,30.6,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000011,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,43.4,A 5 minute walk or less,All,Female,All,All,All,All,All
S92000003,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.4,An 11 minute walk or more,All,All,Rural,All,All,All,All
S12000034,2017,Percent,Percent Of Adults,22,An 11 minute walk or more,All,All,Rural,All,All,All,All
S12000020,2018,Percent,Percent Of Adults,11,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S92000003,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,12.8,An 11 minute walk or more,All,All,Rural,All,All,All,All
S12000017,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,68.4,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000049,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,63.1,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000021,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,38.4,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000028,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,61.9,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000047,2017,Percent,Percent Of Adults,16,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S12000026,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,1.7,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S12000018,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,55.9,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000028,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,60.7,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000020,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,18.8,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S12000030,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,5.9,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S12000017,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.3,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S12000034,2015,Percent,Percent Of Adults,9,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S12000017,2013,Percent,Percent Of Adults,1,Don't Know,All,All,Urban,All,All,All,All
S12000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,59.7,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000017,2016,Percent,Percent Of Adults,78,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000049,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,66.9,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000023,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,95.9,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000028,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,61.6,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000019,2013,Percent,Percent Of Adults,75,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000042,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.8,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000033,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,69.0,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000048,2015,Percent,Percent Of Adults,73,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000011,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.4,Don't Know,All,All,Urban,All,All,All,All
S12000028,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.6,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000017,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,2.7,Don't Know,All,All,Urban,All,All,All,All
S12000028,2014,Percent,Percent Of Adults,17,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000042,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.5,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000029,2013,Percent,Percent Of Adults,17,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000023,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,61.1,A 5 minute walk or less,All,All,Rural,All,All,All,All
S12000030,2013,Percent,Percent Of Adults,19,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S12000013,2015,Percent,Percent Of Adults,10,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S12000035,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,0,An 11 minute walk or more,All,All,Rural,All,All,All,All
S12000048,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.5,An 11 minute walk or more,All,All,Rural,All,All,All,All
S12000033,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,54.2,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000017,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,2.4,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S12000050,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,43.1,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
